vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,two_mkt,three_mkt,all_mkt,ag_only,hamming_SR,hamming_evo,hamming_c9,h_three_mkt,h_two_mkt,h_all_mkt,h_ag_only
dimercurio,2014-04-24,2015-07-07, 2014-08-25, 2014-10-29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
msstoner,2014-02-23,2015-06-04, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
medibuds,2014-01-01,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
carlos_lopez,2014-01-26,2015-07-07, 2014-06-30, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
william_shatner,2014-02-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
whateversavailable,2014-11-11,2015-06-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
-inanna-,2014-02-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
reallytired,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
magicted,2014-05-06,2015-06-30, 2014-08-25, 2014-12-16,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
emeraldtriangle,2014-02-23,2015-07-07, 2014-09-13, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
vipsmoke,2014-08-27,2015-07-07, 2014-08-15, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
matthias75015,2014-06-11,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
europedrugs,2014-05-24,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
bestblow,2014-10-17,2015-04-23, 2014-11-25, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrcognoscenti,2015-01-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thirtyrox,2014-01-01,2015-07-07, 2014-06-09, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
killerqp,2014-10-25,2015-02-26, 2014-10-15, 2014-11-20,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cannaseed,2014-02-23,2015-07-07, 2014-06-09, 2014-09-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
doctornick,2014-02-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
threegold,2014-07-18,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ausxtc,2014-02-23,2015-07-07, 2014-06-17, 2015-03-12,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
klaymen,2014-02-05,2015-07-07, 2014-08-01, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
arctic,2014-04-06,2015-07-07, 2014-11-25, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
drrx,2014-07-26,2015-07-07, 2014-08-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0
doritos_doritos,2015-02-01,2015-04-27, 2015-02-21, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rave2dagrave,2014-12-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
budboss,2014-02-23,2015-07-07, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
dionysos,2014-12-24,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ladyskywalker,2014-07-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
constellations,2014-08-27,2015-02-26, 2014-11-26, 2015-03-07,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
creamsicle,2014-08-14,2015-02-09,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
pacificpremium,2014-02-23,2015-06-22, 2014-06-29, 2014-08-03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
czmademan,2014-07-21,2015-07-07, 2014-07-07, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
hot-potato,2014-06-19,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
modernlove,2014-02-28,2015-07-07, 2014-11-11, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
dutchtruthteller,2014-07-21,2015-06-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
thelemonadestand,2014-08-27,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
oscillo66,2014-05-10,2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
breezethegnome,2014-12-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
amsterdamonline,2014-10-22,2015-03-29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
isolatedwarrior,2014-05-31,2015-05-17, 2014-06-09, 2015-03-26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
hansberger,2014-05-16,2015-06-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
supercanna,2014-12-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
dakotafred,2014-05-24,2015-02-16, 2014-07-02, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrcocaina,2014-09-29,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cashflow,2014-04-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
instrument,2014-02-18,2015-07-07,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
realaidoneus,2014-04-06,2015-06-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
aussieexpress,2014-05-16,2015-07-07, 2014-11-03, 2014-11-27,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
5starhigh,2014-05-24,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
undergroundkings,2014-12-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
hashishin,2014-06-01,2015-07-07, 2014-06-22, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
chemicalbrothers,2014-02-23,2015-07-07, 2014-06-09, 2014-07-08,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
oz-store,2014-09-15,2015-07-07, 2014-11-29, 2014-12-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
adderall,2014-01-09,2015-07-07, 2014-06-09, 2014-08-15,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,1,0,0
afghanapothecary,2014-01-01,2015-02-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cyberzen,2014-02-15,2015-07-07, 2014-09-13, 2015-03-01,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
bestlegalz,2014-05-03,2015-05-06,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cannaking,2014-11-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
al-ladin,2014-07-21,2015-04-14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
peaceandpot,2014-01-01,2015-07-07, 2014-11-18, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
flyingkangaroo,2014-06-01,2015-07-07, 2014-09-03, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
someonewhoisme,2014-11-10,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
owlcity,2014-12-26,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sensismoke,2015-06-12,2015-06-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
puffinbilly,2014-11-15,2015-07-07, 2014-11-14, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
canucksales,2014-11-08,2015-01-16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weedee_gonzales,2014-11-08,2015-01-23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
coinmart,2014-11-16,2015-01-18,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
bonnienclyde,2014-09-26,2015-07-07, 2014-11-07, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
my_private_garden,2014-05-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
strainhunters,2014-07-18,2015-04-03, 2014-12-30, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
californiagreencross,2014-04-25,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
smoothcriminalnl,2014-02-23,2015-07-07, 2014-06-09, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
ozexpress,2014-03-03,2015-07-07, 2014-06-21, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
properpacks,2014-02-02,2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
duck4192,2014-11-11,2015-03-10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
skiffle,2014-04-26,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
joeybagadonuts,2014-01-16,2015-07-07, 2014-11-22, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
bruceleetree,2014-11-15,2015-02-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
simply-l,2014-11-07,2015-01-21, 2014-11-07, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
igi123,2014-09-05,2015-07-07, 2014-09-20, 2014-10-11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
cobra_swe,2014-05-03,2015-06-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
pimpdaddydelux,2014-10-17,2015-02-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
expressman,2014-05-24,2015-04-03, 2015-02-21, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
tr4derjo3,2014-01-01,2015-06-13, 2014-06-11-2, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
drdankbud,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
the_xodna,2014-11-19,2015-05-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
goodmedsdk,2014-06-01,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
daz_alley,2015-01-06,2015-07-07, 2015-01-03, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mrmaserati,2015-03-27,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
drammenviking,2015-06-28,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sambalam8,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
heisenberg-meds,2014-01-01,2015-07-07, 2014-09-28, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
californiadreams,2014-02-23,2015-07-07, 2014-06-09, 2014-07-28,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
cocaleiro,2014-07-18,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
rage66666,2014-07-26,2015-07-07, 2014-11-27, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
tusthak78,2014-01-26,2015-02-09, 2014-06-09, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
oregontrail,2014-11-22,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
keithlemon,2014-04-06,2015-01-21, 2014-06-11-2, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
shopagent,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
druglord,2014-11-06,2015-02-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
madball,2014-05-24,2015-02-11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
shaws,2014-08-20,2015-01-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
bestweedyo,2014-10-25,2015-02-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weedybusnis,2014-07-18,2015-02-19, 2014-08-14, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
budman,2014-11-06,2015-04-20, 2014-06-25, 2015-02-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
littletreesconfections,2014-11-11,2014-12-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
insidethewhale,2014-04-06,2015-07-07, 2014-07-02, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
doctoralice,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
halaburton,2014-05-24,2015-06-20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
northwestharvest,2015-05-31,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
steroidlab,2015-05-16,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
ferrariblack1,2014-02-02,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
firstclassfix,2014-09-29,2015-01-26, 2014-11-30, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fast_lane,2014-01-01,2015-07-01,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
trinitario,2014-02-02,2014-11-19, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
mann-drog,2014-09-15,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
minideal,2014-02-23,2015-07-07, 2014-06-22, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
peterlustig,2014-02-23,2014-12-15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
petch,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
theblossom,2014-02-28,2015-07-07, 2014-06-09, 2015-03-26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
freshpharmausa,2014-11-07,2015-06-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
humboldtfarms,2014-08-30,2015-07-07, 2014-08-29, 2015-03-26,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
onyx64,2014-04-24,2015-07-07, 2014-07-24, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
rambe,2014-04-26,2015-07-07, 2014-06-09, 2014-11-23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
satire,2014-07-18,2015-03-13, 2014-12-13, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
worldwideweed,2014-05-24,2015-02-16, 2014-11-05, 2014-11-18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
lucid_gentleman,2014-02-02,2015-07-01, 2014-11-10, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
honestcocaine,2014-07-18,2015-07-07, 2014-07-06, 2015-03-24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
hiddenhands,2014-11-10,2015-07-07, 2014-11-29, 2015-03-16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
fent4you,2014-11-10,2015-07-07, 2014-11-12, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
medsforyou,2014-11-07,2015-07-07, 2014-11-29, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
tessellatedmdma,2014-11-19,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
littlegoblin,2014-05-31,2015-05-15, 2014-06-16, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
lexq,2014-02-23,2014-10-31,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
blackbazar,2014-01-16,2014-11-13, 2014-06-09, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
onelove321,2014-04-06,2015-01-08, 2014-09-10, 2014-12-23,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
advancedgrowthlabs,2014-04-06,2015-04-02,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
theprofessionals,2014-11-11,2015-04-22, 2014-11-26, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
technohippy,2014-03-18,2015-07-07, 2014-08-20, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
mindcrasher,2014-04-06,2014-11-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dmtelf,2014-10-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
praetorian,2014-01-26,2015-06-30,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
hongos,2014-02-24,2015-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
cashtrade,2014-10-06,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
the_afgan_man,2014-10-17,2014-11-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mrme171,2014-06-19,2015-03-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
lionwaretradingco,2014-03-18,2015-02-28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
moodymayhem,2014-02-02,2015-06-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
coasttocoast,2014-01-01,2015-07-07, 2014-06-09, 2015-03-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
justsmuggledn!,2014-04-06,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
rebel_alliance,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
speedyyy,2015-02-01,2015-03-22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
nwroots,2015-02-02,2015-04-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mpower,2014-09-22,2014-11-27, 2014-11-08, 2014-12-17,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mikesilk,2014-10-17,2014-11-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
dutchforce,2014-12-15,2015-07-07, 2014-11-29, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
mendosa,2014-04-06,2015-06-30, 2014-08-05, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
warehousedirect,2014-05-24,2015-07-07, 2014-10-29, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
revenantchild,2014-09-22,2015-07-07, 2014-11-26, 2014-12-31,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
gandalf,2014-04-21,2014-12-30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
iceage,2014-02-23,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
karmasyndicate,2014-10-17,2015-07-07, 2014-10-15, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
themoneyteam777,2014-08-03,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
codenamefuture,2014-04-06,2015-05-21, 2014-07-14, 2015-03-24,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
donaldo,2014-01-01,2015-06-13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
sunshines,2014-02-23,2015-07-07,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
cozmikdub,2014-12-15,2015-02-26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
mikeandike,2014-11-25,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
farmacy41,2014-02-18,2015-05-06,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
evodeal,2014-12-03,2015-03-15, 2014-08-14, 2015-03-24,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
meerkovo,2014-02-23,2015-07-07, 2014-12-03, 2015-01-09,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1
realrx,2014-04-06,2015-07-07, 2014-06-09, 2015-01-09,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,1
lowlands,2014-03-03,2014-12-23,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,1
mruksbest,2014-06-19,2015-07-07, 2014-07-08, 2014-07-12,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
littlefrenchies,2014-09-26,2015-07-07, 2014-12-06, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
thetoyouteam,2014-11-13,2015-07-07, 2014-07-18, 2015-01-09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,1
vendorcare,2014-12-17,2014-12-26, 2014-11-26, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
460braiseit,2015-01-01,2015-03-05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
multiexciter,2014-02-02,2015-07-07, 2014-11-26, 2015-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
matron,2014-02-24,2015-07-07,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
topdelivery,2014-12-20,2015-06-04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
maryandmolly,2014-11-18,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
certifiedwiseguyz,2014-02-05,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
claritybreeze,2014-08-14,2014-12-03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
qp-master,2014-08-14,2014-11-22, 2014-09-17, 2014-12-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
agorasmora,2014-11-13,2014-11-24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
crackbak,2014-11-01,2015-01-06,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1
m.o.d.inc,2014-04-06,2015-02-21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
weedgirls,2014-02-23,2014-12-17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,1
london-underground,2014-11-07,2015-07-07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
brucexlee1,2014-11-07,2014-11-25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1
