,vendor,date_min,date_max, date_evo_min, date_evo_max,exact_Evo,exact_SR,exact_c9,hamming_SR,hamming_evo,hamming_c9,three_mkt,h_three_mkt,two_mkt,h_two_mkt,all_mkt,h_all_mkt,ag_and_dead_market,ag_and_evo_market,h_ag_only
2457,greenleaflabs,2015-04-03,2015-07-07, 2014-12-24, 2015-03-20,1.0,,,0,1,0,,0,,1,,0,0,1,0
2458,reefer,2015-06-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2459,agentmia,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2460,pikaz,2015-04-03,2015-04-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2461,the-dabbler,2015-04-07,2015-07-07, 2014-11-21, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2462,zebra,2014-09-26,2015-07-07,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2463,disishollanda,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2464,marijuana1472,2015-03-22,2015-04-14, 2014-12-30, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2465,queengreen,2015-05-21,2015-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2466,black-kush,2015-04-27,2015-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2467,shatter_kings_710,2015-03-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2468,taylorswift13,2015-01-21,2015-03-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2469,rave-king,2015-03-22,2015-06-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2470,xl4,2014-03-03,2014-12-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2471,snowday,2014-11-21,2014-12-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2472,drugdealersclearinghouse,2014-09-29,2015-01-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2473,elitedrugs,2015-04-10,2015-06-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2474,pushingpills,2014-08-14,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2475,deathsquadlabs,2014-07-18,2014-09-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2476,finnandjake,2014-03-06,2014-06-11,,,,,,0,0,0,,0,,0,,0,0,0,1
2477,heidilandshop,2014-04-06,2014-05-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2478,jmb1212,2014-04-06,2014-05-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2479,chinadirect,2014-04-24,2014-05-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2480,magisktmolekyl,2014-06-11,2014-11-01, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2481,arefi,2014-04-06,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2482,mrguapo,2015-04-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2483,ausmarket,2014-01-01,2014-03-18,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2484,klangkarussell,2014-02-24,2014-03-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2485,medicineman420,2014-02-02,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2486,cokecartel,2014-04-21,2014-04-26,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2487,illegal_entrepreneur,2014-02-02,2014-05-16,,,,,,0,0,0,,0,,0,,0,0,0,1
2488,archer_unlimited,2014-02-15,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2489,sylterroyal,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2490,herbanlegends,2015-06-02,2015-07-04, 2014-11-29, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2491,bannedebooks1,2015-06-15,2015-07-04,,,,,,0,1,0,,0,,1,,0,0,1,0
2492,dmtspecialist,2015-03-16,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2493,wilhelm_tell,2014-12-10,2015-04-10, 2014-12-04, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2494,eisman,2015-02-02,2015-03-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2495,storage1012years,2015-02-01,2015-02-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2496,autobahn,2015-03-25,2015-04-12, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2497,710hookup,2014-02-24,2015-07-07,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2498,auxilium,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2499,alwaysuncutdomestic,2015-06-28,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2500,evonik,2015-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2501,youdrug,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2502,painfree,2014-03-18,2015-04-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2503,xandies,2014-12-03,2014-12-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2504,cop,2014-12-06,2014-12-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2505,carmexkey,2014-06-11,2014-12-17,,,,,,0,0,0,,0,,0,,0,0,0,1
2506,twoseeeye,2014-12-10,2014-12-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2507,lotusreborn,2014-10-04,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2508,captain_cook,2014-07-18,2014-09-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2509,mofuknjonez,2014-02-24,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2510,caligirl,2014-02-18,2014-06-01,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2511,ukcheesey,2015-03-22,2015-04-07, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2512,drdex,2014-07-29,2015-01-21, 2015-03-06, 2015-03-20,1.0,,,0,1,0,,0,,1,,0,0,1,0
2513,pharmasupplies,2014-02-23,2014-02-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2514,xtcangel,2014-01-01,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2515,research_chemist_inc,2014-02-15,2014-03-06,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2516,streakfree,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2517,thepowderman,2015-06-02,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2518,snowiee001,2015-05-31,2015-06-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2519,safetybets,2015-03-22,2015-05-13, 2014-06-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2520,thedrowsyrabbit,2015-03-22,2015-07-07, 2014-08-25, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2521,thehumanspore,2014-11-07,2015-06-28,,,,,,0,0,0,,0,,0,,0,0,0,1
2522,cocaine_oxy_vape_australia,2015-01-21,2015-05-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2523,kukka,2014-01-01,2015-04-13, 2014-07-18, 2014-10-02,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2524,thedarkhorse,2015-01-21,2015-02-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2525,orangehill,2014-11-19,2015-01-21, 2014-11-19, 2014-12-28,1.0,,,0,1,0,,0,,1,,0,0,1,0
2526,coolstorybabe,2015-01-29,2015-02-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2527,drugsanarchyuk,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2528,misterreplicator,2014-10-27,2015-01-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2529,safeway2buy,2014-07-18,2014-09-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2530,drugsrus,2014-10-17,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2531,parisinlove,2014-08-27,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2532,thch,2014-06-01,2014-06-11,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2533,whistletooth,2014-06-11,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2534,chemical_brothers,2014-02-23,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2535,elegance,2014-04-24,2014-09-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2536,cicada,2015-04-27,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2537,kingcactus,2014-04-06,2014-07-05, 2014-06-09, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2538,lsd24,2014-11-19,2014-12-10,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2539,avalokitesvara,2015-05-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2540,sweetmeats,2014-01-16,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2541,revenge,2014-06-16,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2542,royalflush,2014-02-23,2014-03-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2543,dayglow,2015-06-11,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2544,troubadour,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2545,americantestosterone.com,2015-06-12,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2546,dankbudz,2015-03-10,2015-04-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2547,blackworld,2015-02-01,2015-04-20, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2548,canadaguy,2015-01-21,2015-02-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2549,drug.store,2014-12-01,2014-12-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2550,mushroomgirl,2015-02-05,2015-03-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2551,g.grocer,2014-11-06,2014-12-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2552,cravenmorehead,2014-10-04,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2553,legalrx,2014-08-20,2014-09-05, 2014-08-14, 2014-09-15,1.0,,,0,1,0,,0,,1,,0,0,1,0
2554,bankofquark,2014-08-03,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2555,sonicboom,2014-01-09,2015-03-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2556,bestintheworld,2014-04-06,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2557,seattlefire,2014-04-06,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2558,ausguy,2014-01-01,2014-06-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2559,theblackgod,2014-02-23,2014-05-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2560,hidethedrugs,2014-02-28,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2561,separatereality,2014-03-06,2014-08-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2562,canadiss,2014-02-28,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2563,dancingshiva,2014-01-16,2014-06-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2564,susples,2014-02-15,2014-03-06, 2014-06-09, 2014-09-12,1.0,,,0,1,0,,0,,1,,0,0,1,0
2565,cocaineconnections,2014-01-16,2014-03-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2566,foxyroxy365,2014-05-03,2014-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2567,weedover,2015-06-02,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2568,1337theblacklist1337,2015-04-07,2015-05-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2569,happymonkagora,2015-04-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2570,silkroadtoagora,2015-06-22,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2571,cheap_euros,2015-03-22,2015-04-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2572,top-grade-link,2015-04-25,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2573,bernadotte,2015-02-24,2015-04-13, 2015-03-03, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2574,sirboobear23,2015-03-22,2015-05-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2575,weedyguy,2015-04-13,2015-06-02,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2576,tokyorelay,2014-11-03,2014-11-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2577,supermario-official,2014-12-21,2015-01-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2578,vonlipwig,2014-10-06,2014-10-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2579,ninjaninja,2014-06-16,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2580,globalmethods,2014-08-03,2015-05-21, 2014-08-14, 2014-12-10,1.0,,,0,1,0,,0,,1,,0,0,1,0
2581,hieronymusbosch,2015-05-06,2015-07-07, 2014-09-22, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2582,readysetgo,2014-04-06,2014-05-31, 2014-06-09, 2014-07-08,1.0,,,0,1,0,,0,,1,,0,0,1,0
2583,pharmasuiticals,2014-05-03,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2584,fuzzyman,2015-04-02,2015-04-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2585,canxpress,2014-03-06,2014-06-19,,,,,1.0,0,0,1,,0,,1,,0,1,0,0
2586,rbd2abc,2015-06-20,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2587,alswearengen,2014-01-26,2014-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2588,turtletime,2014-01-26,2014-04-06, 2014-06-09, 2014-09-03,1.0,,,0,1,0,,0,,1,,0,0,1,0
2589,yoursupply,2014-03-01,2014-05-16, 2014-06-09, 2014-09-15,1.0,,,0,1,0,,0,,1,,0,0,1,0
2590,ukrime,2014-01-01,2014-01-26, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2591,ukpharmaceuticals,2014-02-18,2014-02-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2592,clivepalmer,2015-06-01,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2593,tripitaka,2015-04-09,2015-06-22, 2014-11-19, 2014-12-23,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2594,darkplace,2015-06-30,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2595,phishcollective,2015-04-07,2015-04-12,,,,,,0,0,0,,0,,0,,0,0,0,1
2596,germanimport,2015-04-23,2015-05-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2597,disco_shit,2015-04-09,2015-04-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2598,bertieahern,2015-03-25,2015-04-10, 2015-02-21, 2015-03-23,1.0,,,0,1,0,,0,,1,,0,0,1,0
2599,dimitri_coolbreeze,2015-06-12,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2600,thereason,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2601,heinemen,2015-02-26,2015-03-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2602,usaxanax,2015-05-21,2015-06-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2603,mynameismud,2014-05-31,2015-04-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2604,homegrownmedical,2014-11-15,2014-12-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2605,bartard,2014-10-29,2015-02-26, 2014-09-24, 2015-03-10,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2606,-tarnation-,2014-11-22,2015-01-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2607,california_medical_marijuana,2014-10-25,2014-12-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2608,auscoke,2014-06-01,2015-01-28,,,,,1.0,0,1,1,,1,,1,,0,0,1,0
2609,opioidgod,2014-06-19,2014-10-09, 2014-09-20, 2014-10-02,1.0,,,0,1,0,,0,,1,,0,0,1,0
2610,cookie_monster,2014-07-18,2015-04-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2611,jamesfrancope,2014-12-12,2015-01-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2612,doctorgreensfarm,2014-07-18,2014-07-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2613,dirk,2014-05-06,2014-07-26, 2014-06-09, 2014-09-10,1.0,,,0,1,0,,0,,1,,0,0,1,0
2614,coala,2014-05-03,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2615,alldrugsuk,2014-01-26,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2616,thekandyman,2014-01-26,2014-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2617,ucard,2014-06-16,2014-11-15, 2014-06-09, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2618,chuck!norris,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2619,m9s23,2015-04-07,2015-04-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2620,atacori,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2621,gentschoice,2015-04-10,2015-04-30, 2014-06-09, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2622,embus,2015-03-10,2015-05-06, 2015-03-04, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2623,thegreensolution,2015-01-24,2015-01-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2624,ajaxfc,2015-06-01,2015-07-07, 2015-02-21, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2625,billhicksau,2015-05-10,2015-07-07, 2015-02-21, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2626,fromnetherlands,2014-11-16,2015-06-04, 2014-11-05, 2015-03-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2627,wherestheweedman,2014-09-15,2015-05-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2628,santastrees,2014-12-26,2015-01-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2629,lahwf,2014-10-17,2014-11-13, 2014-08-14, 2014-11-24,1.0,,,0,1,0,,0,,1,,0,0,1,0
2630,isotope,2014-10-17,2014-11-10,,,,,,0,0,0,,0,,0,,0,0,0,1
2631,flashcards,2014-09-05,2014-09-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2632,addies4days,2014-09-26,2014-10-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2633,westcoastconnect,2014-03-06,2014-11-03, 2014-06-09, 2015-01-09,1.0,,,0,1,0,,0,,1,,0,0,1,0
2634,snowc0ne,2015-02-26,2015-04-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2635,space100...,2014-05-24,2014-10-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2636,darkside18,2014-01-01,2014-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2637,theanchor,2014-01-01,2014-03-18, 2014-08-25, 2015-01-09,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2638,zakhar,2014-01-01,2014-01-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2639,ketosaurus,2014-10-22,2014-10-31,,,,,,0,0,0,,0,,0,,0,0,0,1
2640,freddyflex,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2641,ratiopharm,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2642,quality_plus,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2643,twixbarz,2015-03-29,2015-04-13, 2015-03-26, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2644,exchanger,2015-02-16,2015-02-17,,,,,,0,0,0,,0,,0,,0,0,0,1
2645,walldrug,2015-01-21,2015-02-09,,,,,,0,0,0,,0,,0,,0,0,0,1
2646,cocofrance,2015-06-11,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2647,mr_taffy,2015-06-11,2015-07-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2648,cheapbulkweed,2014-12-21,2014-12-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2649,oisg,2014-09-20,2015-05-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2650,thekellygang,2014-05-16,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2651,pillspillspills,2014-04-06,2014-06-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2652,rogersmith,2014-04-24,2014-09-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2653,purposechem,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2654,permagrin,2014-01-16,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2655,ronin2015,2015-06-22,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2656,dr.prof.med.apotheker,2015-06-13,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2657,punchbear,2015-03-22,2015-05-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2658,cocaine.,2015-02-26,2015-03-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2659,datfeeling,2015-01-29,2015-01-29,,,,,,0,0,0,,0,,0,,0,0,0,1
2660,mycoberg,2014-10-06,2014-11-16, 2014-10-02, 2015-01-09,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2661,outback11,2014-10-14,2014-10-25,,,,,,0,0,0,,0,,0,,0,0,0,1
2662,despicableme,2014-03-06,2014-12-03, 2014-06-13, 2014-11-15,1.0,,1.0,0,1,1,,1,,1,,0,0,1,0
2663,sturmgawehr,2014-10-19,2014-11-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2664,tripsitter,2014-03-06,2014-06-19,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2665,rubben,2014-04-06,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2666,puredreams,2014-02-23,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2667,velocity,2014-02-23,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2668,allchem,2014-01-16,2014-04-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2669,bostongeorge,2014-02-02,2014-03-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2670,drfeelgood2015,2015-06-30,2015-07-07, 2015-02-21, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2671,man-fire,2015-02-26,2015-04-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2672,d0peboy,2015-06-13,2015-06-26,,,,,,0,0,0,,0,,0,,0,0,0,1
2673,team_alpha,2015-03-13,2015-04-02,,,,,,0,0,0,,0,,0,,0,0,0,1
2674,pharmasea,2015-01-26,2015-04-20,,,,,,0,0,0,,0,,0,,0,0,0,1
2675,studyingsteve,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2676,risingsun,2014-10-31,2014-11-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2677,spdr001,2014-07-26,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2678,sunnysideup,2014-02-28,2014-11-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2679,raverchick,2014-08-03,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2680,crystalbuddha,2014-06-19,2014-12-24, 2014-10-02, 2015-01-03,1.0,1.0,,1,1,0,,1,,1,,0,0,1,0
2681,growzilla,2014-02-23,2014-05-24,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2682,jeanclochard,2014-02-28,2014-03-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2683,dutched,2014-05-24,2014-08-14,,,,,,0,0,0,,0,,0,,0,0,0,1
2684,mondays,2015-05-11,2015-07-01,,,,,,0,0,0,,0,,0,,0,0,0,1
2685,cp_company1,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2686,marshallmathers,2015-06-15,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2687,hds_delivery,2015-05-29,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2688,mad-men-bc,2015-06-07,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2689,swissalps,2015-04-12,2015-04-27,,,,,,0,0,0,,0,,0,,0,0,0,1
2690,greengiggles,2014-09-05,2014-10-31,,,,,,0,0,0,,0,,0,,0,0,0,1
2691,domoretryptamine,2014-04-24,2014-08-14, 2014-06-09, 2015-03-26,1.0,,,0,1,0,,0,,1,,0,0,1,0
2692,jessepinkmanbitch,2014-06-01,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2693,fastbit,2014-04-06,2014-07-21,,,,,,0,0,0,,0,,0,,0,0,0,1
2694,germantrustsupply,2014-02-23,2014-07-05,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2695,billykidd,2014-08-27,2014-09-22,,,,,,0,0,0,,0,,0,,0,0,0,1
2696,idealpills,2014-02-23,2014-05-31, 2014-06-09, 2015-03-24,1.0,1.0,1.0,1,1,1,1.0,1,1.0,1,1.0,1,0,1,0
2697,doctorhack,2014-05-03,2014-08-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2698,bestbulk,2014-03-01,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2699,marrakeshxpress,2014-02-23,2015-02-05,,,,,,0,0,0,,0,,0,,0,0,0,1
2700,masakari,2015-06-28,2015-07-07,,,,,,1,0,0,,0,,1,,0,1,0,0
2701,gargamella,2014-04-24,2014-05-24, 2014-06-09, 2014-06-14,1.0,,,0,1,0,,0,,1,,0,0,1,0
2702,drstrange7777,2014-07-05,2014-07-18,,,,,,0,0,0,,0,,0,,0,0,0,1
2703,eu-connections,2015-07-04,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2704,brickandmortar,2015-04-10,2015-04-23,,,,,,0,0,0,,0,,0,,0,0,0,1
2705,danhash,2015-05-21,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2706,dubrx,2015-05-31,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2707,thegiftshop,2015-06-26,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2708,ustous,2015-04-23,2015-07-04,,,,,,0,0,0,,0,,0,,0,0,0,1
2709,amstergram,2015-05-05,2015-05-15,,,,,,0,0,0,,0,,0,,0,0,0,1
2710,pandn,2014-11-18,2014-11-24,,,,,,0,0,0,,0,,0,,0,0,0,1
2711,wholesalesman,2014-11-06,2014-11-13,,,,,,0,0,0,,0,,0,,0,0,0,1
2712,sjappa_pa_hjornet,2014-09-20,2014-11-19,,,,,,0,0,0,,0,,0,,0,0,0,1
2713,pharma_fresh,2014-12-23,2015-05-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2714,medicalherbman,2015-05-04,2015-06-30,,,,,,0,0,0,,0,,0,,0,0,0,1
2715,mouseville,2014-08-27,2014-11-03,,,,,,0,0,0,,0,,0,,0,0,0,1
2716,sniffpod,2014-04-06,2014-11-03,,,,1.0,,1,0,0,,0,,1,,0,1,0,0
2717,xlvioc,2014-01-09,2014-04-06,,,,,,0,0,0,,0,,0,,0,0,0,1
2718,galactica,2015-06-28,2015-07-07,,,,,,0,0,0,,0,,0,,0,0,0,1
2719,cash_euro,2014-05-31,2014-06-16,,,,,,0,0,0,,0,,0,,0,0,0,1
